0.843359 0.157993 0.66191 0.154795
0.655922 0.849354 0.348128 0.132001
0.657534 0.843525 0.354301 0.153995
0.837861 0.855471 0.135191 0.858289
0.160466 0.33924 0.3481 0.357105
0.154971 0.366065 0.645604 0.339569
0.851731 0.153017 0.639845 0.155304
0.648578 0.861839 0.354548 0.157712
0.848373 0.843706 0.146793 0.854496
0.842733 0.651229 0.85587 0.140385
0.844591 0.652706 0.851452 0.145127
0.848381 0.850282 0.152698 0.847544
0.15444 0.357387 0.356258 0.347709
0.153129 0.354881 0.645953 0.352623
0.154101 0.35508 0.154794 0.650067
0.146613 0.353094 0.143499 0.654465
0.85234 0.143766 0.647294 0.147643
0.145721 0.347494 0.135986 0.655046
0.155779 0.353075 0.342668 0.335207
0.851806 0.152606 0.656671 0.15421
0.650641 0.850102 0.348708 0.136325
0.653013 0.847317 0.347704 0.169799
0.848363 0.143805 0.658484 0.160907
0.85271 0.655779 0.841076 0.140858
0.150335 0.352893 0.353406 0.346628
0.845046 0.15526 0.649188 0.142992
0.844128 0.644681 0.851221 0.160265
0.158035 0.357261 0.158601 0.651557
0.153257 0.353379 0.634807 0.349599
0.862546 0.852961 0.143301 0.853046
0.856997 0.649831 0.850796 0.160397
0.158962 0.35418 0.337506 0.355101
0.157637 0.355668 0.159668 0.648818
0.157601 0.354203 0.146838 0.651313
0.144921 0.355966 0.350329 0.354159
0.843076 0.844099 0.149102 0.858226
0.162148 0.350415 0.641122 0.348357
0.652195 0.854076 0.353071 0.148727
0.859488 0.656941 0.856352 0.145496
0.846938 0.153676 0.643787 0.155591
0.161031 0.35519 0.349524 0.351064
0.156165 0.346772 0.646722 0.353293
0.157658 0.344086 0.151962 0.633986
0.847541 0.159064 0.644793 0.150138
0.147696 0.35167 0.155236 0.655209
0.144824 0.35255 0.651874 0.34459
0.854189 0.642539 0.842091 0.157417
0.847853 0.649327 0.85856 0.147328
0.860114 0.840655 0.144491 0.846635
0.845139 0.843554 0.166764 0.852184
0.15959 0.348157 0.337106 0.33938
0.144632 0.346735 0.654434 0.345758
0.152903 0.351864 0.153498 0.66077
0.848636 0.143635 0.641182 0.142414
0.150774 0.350738 0.139582 0.643812
0.855133 0.651352 0.848054 0.146532
0.847972 0.155869 0.639136 0.143676
0.648255 0.851642 0.353273 0.164625
0.158678 0.345991 0.156892 0.645502
0.844162 0.653884 0.859435 0.144218
0.838407 0.646069 0.848814 0.151469
0.151121 0.342622 0.64298 0.357032
0.158477 0.353199 0.155573 0.651724
0.148635 0.346892 0.140241 0.660889
0.148756 0.343702 0.64649 0.355574
0.153819 0.347831 0.154789 0.644648
0.153831 0.351054 0.335082 0.342707
0.144502 0.354665 0.148176 0.643799
0.654328 0.856676 0.345031 0.143937
0.854883 0.845797 0.159595 0.842174
0.840982 0.847376 0.152245 0.853561
0.149499 0.348987 0.132655 0.647857
0.832781 0.141318 0.642341 0.144541
0.150198 0.34779 0.350394 0.353732
0.854133 0.640447 0.850338 0.149544
0.155867 0.353748 0.142267 0.648152
0.152368 0.347171 0.660609 0.340469
0.84881 0.144535 0.64404 0.154753
0.154649 0.355673 0.155879 0.652769
0.839453 0.845577 0.141057 0.852994
0.156621 0.356755 0.356804 0.357203
0.85479 0.658635 0.851436 0.143405
0.141057 0.355888 0.3552 0.350053
0.653825 0.843087 0.345858 0.146575
0.85483 0.653481 0.852499 0.14199
0.854552 0.842736 0.148522 0.855473
0.158557 0.342384 0.657458 0.353962
0.156345 0.340239 0.358681 0.353285
0.157132 0.345972 0.150486 0.654874
0.146553 0.352204 0.152358 0.664584
0.647097 0.847907 0.351733 0.146039
0.142401 0.344199 0.147453 0.649525
0.848012 0.849625 0.151658 0.864477
