0.351267 0.650317 0.143663 0.656892 0.648889
0.147495 0.335588 0.348042 0.350435 0.853935
0.34981 0.654006 0.145602 0.650186 0.642684
0.354441 0.652902 0.156936 0.646837 0.642422
0.33874 0.656623 0.144843 0.652906 0.653074
0.34642 0.648932 0.165353 0.656992 0.655977
0.649989 0.859159 0.334509 0.356589 0.158386
0.646712 0.846386 0.350419 0.343203 0.153366
0.152307 0.351215 0.350133 0.341368 0.838519
0.356211 0.652631 0.149048 0.640645 0.655034
0.351347 0.639536 0.156529 0.65066 0.644853
0.15971 0.350958 0.35583 0.352848 0.853089
0.357994 0.651835 0.14886 0.646405 0.647281
0.344453 0.651374 0.143183 0.649942 0.648776
0.65757 0.855182 0.34702 0.349085 0.14559
0.154116 0.350299 0.345554 0.357727 0.847913
0.343784 0.641426 0.153347 0.657198 0.642761
0.660305 0.853408 0.344297 0.348599 0.14656
0.657357 0.849112 0.345113 0.349329 0.147582
0.153089 0.340064 0.346119 0.343167 0.84651
0.338978 0.654429 0.139252 0.643434 0.650362
0.343926 0.64332 0.156746 0.644983 0.662607
0.643677 0.851205 0.361261 0.352917 0.143231
0.648668 0.842297 0.36345 0.35339 0.141336
0.157377 0.335669 0.358077 0.347488 0.847471
0.139079 0.348016 0.361747 0.341604 0.846807
0.14726 0.352743 0.347119 0.34421 0.852537
0.349784 0.649483 0.147408 0.655582 0.644348
0.353952 0.659485 0.156953 0.652961 0.648953
0.643604 0.853469 0.343867 0.343326 0.14377
0.341316 0.653077 0.148757 0.652995 0.649024
0.152157 0.348569 0.3324 0.351344 0.84943
0.352297 0.645412 0.142406 0.648744 0.647413
0.158338 0.360927 0.353913 0.346408 0.850338
0.642602 0.864311 0.356405 0.362774 0.143054
0.349952 0.640174 0.145573 0.650852 0.640651
0.355355 0.660308 0.152475 0.643894 0.638872
0.15357 0.348345 0.348288 0.338658 0.848373
0.149668 0.337029 0.356912 0.352019 0.850432
0.354893 0.651116 0.146182 0.658211 0.64549
0.341253 0.638595 0.164805 0.643386 0.646463
0.649471 0.847856 0.339924 0.3602 0.15501
0.346797 0.649695 0.153705 0.658584 0.647665
0.353585 0.653372 0.154946 0.654179 0.664903
0.656476 0.843106 0.34565 0.356722 0.15205
0.14787 0.343136 0.363471 0.356583 0.844948
0.35512 0.650421 0.158766 0.644884 0.63799
0.660022 0.842672 0.35091 0.35815 0.15615
0.147518 0.345621 0.347505 0.338096 0.849574
0.165978 0.354876 0.351969 0.364984 0.840574
0.15161 0.348518 0.356876 0.35145 0.850827
0.352691 0.65078 0.154058 0.647915 0.642654
0.156715 0.333829 0.356938 0.344033 0.842403
0.340891 0.640654 0.147281 0.655464 0.654627
0.346475 0.662181 0.157218 0.654336 0.649486
0.656481 0.848972 0.347997 0.354492 0.145899
0.151673 0.344886 0.345051 0.361626 0.845459
0.648966 0.851015 0.348518 0.334802 0.156296
0.155451 0.36191 0.338627 0.36414 0.849866
0.1524 0.346305 0.348814 0.356198 0.842632
0.149555 0.339479 0.349158 0.349366 0.853276
0.149834 0.345966 0.357345 0.347575 0.845591
0.355703 0.638403 0.146957 0.650943 0.649384
0.341636 0.647563 0.151215 0.636176 0.658891
0.146937 0.35181 0.347981 0.342379 0.843096
0.157195 0.345888 0.354165 0.350554 0.851602
0.648196 0.851048 0.36655 0.341027 0.154004
0.657683 0.845521 0.345183 0.346252 0.152004
0.64418 0.862574 0.343221 0.350069 0.144303
0.648795 0.846249 0.340491 0.354223 0.148023
0.356198 0.642235 0.149373 0.643872 0.651432
0.641496 0.847978 0.33676 0.337198 0.150977
0.159963 0.34351 0.354988 0.351051 0.846951
0.157708 0.333052 0.3495 0.346556 0.859613
0.651236 0.857952 0.358096 0.350069 0.160625
0.353153 0.650773 0.149098 0.64959 0.653977
0.65731 0.847394 0.342781 0.354627 0.14852
0.651793 0.850118 0.344594 0.336914 0.143691
0.348285 0.654652 0.150435 0.641745 0.650691
0.158523 0.351067 0.346522 0.350106 0.843661
0.35589 0.642313 0.138843 0.644696 0.653891
0.143082 0.353181 0.340748 0.353445 0.839576
0.652997 0.850474 0.346443 0.347599 0.162219
0.659168 0.860043 0.357017 0.346469 0.148757
0.147684 0.340797 0.347521 0.346342 0.842759
0.662887 0.854299 0.350743 0.349175 0.148582
0.658135 0.847838 0.351019 0.354521 0.1591
0.341761 0.646882 0.155633 0.657642 0.63895
0.647608 0.853584 0.350725 0.354771 0.161703
0.652089 0.86042 0.346459 0.337604 0.13759
0.1407 0.346235 0.354839 0.351607 0.852102
0.156252 0.361341 0.344664 0.344151 0.852755
0.34924 0.65311 0.146924 0.653738 0.658268
0.357097 0.644321 0.146051 0.653568 0.659118
0.140697 0.363607 0.359947 0.344239 0.85343
0.158488 0.345747 0.35311 0.359474 0.852721
0.656344 0.847109 0.357644 0.340739 0.147996
0.157425 0.358356 0.355938 0.336074 0.842782
0.141512 0.34595 0.349047 0.354783 0.860294
0.645569 0.853655 0.357405 0.347717 0.149615
0.35086 0.654905 0.151594 0.651597 0.649056
0.133093 0.348924 0.355497 0.355389 0.840908
0.654699 0.860104 0.345815 0.364426 0.155041
0.141766 0.347823 0.351731 0.353956 0.836632
0.150793 0.340208 0.336592 0.353653 0.857908
0.150857 0.339588 0.344876 0.353492 0.852398
0.352074 0.645091 0.15044 0.646721 0.645212
0.35933 0.63929 0.145458 0.639884 0.664675
0.647502 0.843315 0.355002 0.342734 0.162597
0.340569 0.647998 0.149021 0.645069 0.648249
0.650148 0.852221 0.352401 0.345523 0.162097
0.145316 0.332379 0.359139 0.36271 0.859472
0.149409 0.353434 0.344256 0.346352 0.841921
0.653405 0.853178 0.352499 0.350058 0.151083
0.151669 0.352206 0.364419 0.355181 0.855748
0.353915 0.654411 0.144156 0.641389 0.649376
0.637919 0.854935 0.344621 0.354017 0.14172
0.34789 0.65432 0.156466 0.636094 0.662393
0.356115 0.657167 0.159376 0.65248 0.654319
0.337905 0.631497 0.149546 0.657912 0.650719
0.350305 0.646855 0.141157 0.647724 0.656199
0.347957 0.650701 0.152773 0.65423 0.650151
0.650743 0.84188 0.357797 0.354126 0.156224
0.350746 0.650806 0.138938 0.649818 0.639597
0.344095 0.655799 0.159841 0.648761 0.645117
0.14272 0.347445 0.352107 0.349496 0.847479
0.150848 0.352628 0.359859 0.363013 0.849744
0.644335 0.852412 0.34529 0.344457 0.148676
0.141935 0.344433 0.351312 0.354185 0.839307
0.65552 0.851704 0.346285 0.350093 0.152521
0.159876 0.342965 0.348891 0.351615 0.847354
0.349989 0.649275 0.157767 0.65523 0.655467
0.146348 0.361331 0.349809 0.351999 0.863813
0.6449 0.843666 0.346185 0.342798 0.151252
0.661873 0.853172 0.344366 0.351254 0.138375
0.344583 0.656248 0.157521 0.649209 0.659715
0.642284 0.850691 0.352982 0.355507 0.141709
0.350864 0.652047 0.153716 0.642633 0.660397
0.154672 0.356694 0.357361 0.357564 0.850751
0.651603 0.860717 0.354627 0.343914 0.149468
0.357127 0.640006 0.142846 0.645333 0.644248
0.350027 0.650231 0.145761 0.656776 0.651032
0.157067 0.352513 0.347257 0.357066 0.841197
0.645525 0.843767 0.342252 0.349511 0.139178
0.646227 0.858348 0.350307 0.360828 0.150131
0.657715 0.8414 0.35819 0.345182 0.151081
0.354231 0.65669 0.154247 0.643931 0.647843
0.648612 0.841834 0.355185 0.351986 0.146651
0.653662 0.847832 0.351304 0.349232 0.161684
0.649603 0.843553 0.343889 0.349701 0.147642
0.642742 0.859117 0.352887 0.348187 0.15656
0.644221 0.841062 0.347586 0.338904 0.160758
0.651846 0.839947 0.335893 0.345632 0.156344
0.147615 0.354526 0.351704 0.354222 0.846019
